food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density,health_score,health_score_norm,health_level
corn pudding,328,12.6,6.3,3.9,1.4,42.4,16.5,11.1,3.0,180.0,0.7,69.795,-24.757000000000005,65.87151080113763,1
chocolate pudding,213,6.9,1.9,4.1,0.2,34.5,25.8,3.1,0.0,1.5,0.2,123.424,-50.767,64.57279783018566,1
lemon pudding,173,4.4,2.6,1.3,0.2,30.2,0.0,4.1,0.0,16.5,0.4,188.516,0.7809999999999993,67.14665620106733,1
vanilla pudding,195,5.7,1.5,3.4,0.1,33.9,25.5,2.2,0.0,1.5,0.3,115.796,-50.718,64.57524446361806,1
profeel proteiinirahka valio,140,0.4,0.2,16.8,16.8,19.3,0.2,175.0,0.0,0.0,0.0,194.7,261.70000000000005,80.17467964081423,0
cottage cheese creamed,20,0.9,0.3,0.2,0.084,0.7,0.5,2.2,0.0,3.4,0.095,20.576,1.6650500000000001,67.1907979620043,1
zaziki milfina,51,4.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,-3.2,66.94787971750871,1
cottage cheese low fat,163,2.3,1.5,0.7,0.041,6.1,6.1,28.0,0.0,9.0,0.9,174.683,26.701,68.44087535551083,1
cottage cheese nonfat,104,0.4,0.2,0.1,0.066,9.7,2.7,15.0,0.0,10.2,0.5,150.072,16.593000000000004,67.9361698303135,1
vanilla yogurt low fat,208,3.1,2.0,0.8,0.036,33.8,33.8,12.1,0.0,12.3,0.2,470.265,-53.574999999999996,64.43259075512096,1
classique yogurt plain 2 liberte,30,1.2,0.7,0.7,0.0,1.7,1.7,3.3,0.0,0.017,0.0,6.2,0.14982999999999946,67.11514106589334,1
yoplait light strawberry yogurt yoplait,79,0.0,14.1,8.8,4.4,0.074,0.0,0.0,0.0,0.0,0.0,0.061,-28.2,65.69959735404083,1
vanilla yogurt,145,2.1,1.3,0.5,0.069,23.5,23.5,8.4,0.0,8.5,0.1,326.243,-37.086,65.25590787076982,1
chocolate yogurt,168,0.0,0.0,0.0,0.0,35.3,22.5,5.3,1.8,1.5,0.2,175.0,-33.467000000000006,65.43660922570542,1
yogurt parfait,125,1.5,0.8,0.5,0.2,23.6,17.4,5.0,1.6,4.5,0.048,210.272,-25.74548,65.822154715112,1
yogurt,92,4.9,3.1,1.3,0.1,7.0,7.0,5.2,0.0,19.5,0.005,199.51,-12.595049999999999,66.47877270875277,1
chocolate frozen yogurt,221,6.3,4.0,1.7,0.2,37.6,33.5,5.2,4.0,22.6,0.1,227.929,-59.427,64.1403928194804,1
frozen yogurt,221,6.3,4.0,1.7,0.2,37.6,34.7,5.2,0.0,22.6,0.1,225.163,-69.82700000000001,63.62110735627776,1
yogurt low fat,154,3.8,2.5,1.0,0.1,17.2,17.2,12.9,0.0,14.7,0.2,484.517,-20.198999999999995,66.0990976416451,1
vanilla yoghurt oikos,120,1.8,24.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-48.0,64.71095772217429,1
fruit yogurt,149,1.7,1.1,0.5,0.024,28.0,28.0,6.0,0.0,7.5,0.013,243.671,-49.275130000000004,64.64728883056914,1
danone low fat alsafi,88,1.7,1.0,11.1,7.1,0.089,255.0,0.0,0.0,0.0,0.0,1.743,-512.0,41.54283705621066,2
fruit n yogurt parfait mcdonalds,156,1.9,0.044,0.2,0.1,30.9,19.1,4.1,1.5,7.5,0.065,187.9,-29.213650000000005,65.64898449733167,1
triple zero greek yogurt dannon oikos,120,0.0,0.0,15.0,7.0,22.5,6.0,0.038,0.0,0.0,0.0,22.598,-11.943,66.51133040935673,1
greek yogurt,100,0.7,0.2,0.018,0.01,6.1,5.5,17.3,0.0,8.5,0.081,211.251,14.464190000000002,67.82987559118652,1
chocolate rasberry protein mini proteinfx,102,2.9,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,-3.6,66.92790719969322,1
gushers fruit gushers,360,6.0,80.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6.2,-160.0,59.11865273383824,2
egg fried,90,6.8,2.0,2.8,1.5,0.4,0.2,6.3,0.0,184.5,0.043,42.904,3.2045699999999995,67.26766818857253,1
glucerna abbott,1010,35.6,2.8,0.0,0.0,120.9,49.8,0.0,12.8,0.0,0.0,169.3,-79.6,63.133128814750904,1
sports drink,26,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.073,22.4,-0.00073,67.10762341018759,1
peanut butter cookie protein syntha 6,200,6.0,15.0,2.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,-30.0,65.60972102387116,1
hanfprotein pulver rohkostqualitat veganz,107,3.1,0.3,2.3,1.6,14.2,0.057,0.0,0.0,0.0,0.0,17.3,-0.714,67.07200891573196,1
smoothie high protein creamy chocolate slimfast,110,3.5,0.5,0.0,0.0,2.1,1.0,12.0,0.0,5.0,0.2,62.6,14.947999999999999,67.85403285079731,1
egg large,138,9.3,0.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,-1.0,67.05772856549387,1
boysenberries frozen,66,0.3,0.049,0.059,0.2,16.1,9.1,1.5,7.0,0.0,0.064,65.7,-2.0486399999999994,67.0053686127888,1
malt beverage,88,0.3,0.005,0.032,0.1,19.1,19.1,0.5,0.0,0.0,0.02,37.8,-37.4602,65.23722358035343,1
chocolate powder for milk,88,0.5,0.5,0.0,0.0,19.9,18.0,1.0,1.0,0.0,0.012,128.5,-33.50012,65.4349555012303,1
vegetable fruit juice,9,0.017,0.0,0.0,0.0,2.2,0.6,0.071,0.0,0.0,0.043,12.912,-1.0939299999999998,67.05303851899787,1
cocoa powder unsweetened,12,0.7,0.4,0.2,0.048,3.1,0.087,1.1,1.8,0.0,0.062,14.3,4.27538,67.32113511807752,1
coconut milk,35,3.6,3.2,0.2,0.01,0.8,0.5,0.3,0.3,0.0,0.001,8.0,-6.35001,66.7905956403988,1
cocoa powder,28,0.3,0.2,0.061,0.055,5.9,4.6,0.5,0.3,0.0,0.034,16.393,-8.25034,66.69570970344806,1
rice drink,113,2.3,0.0,1.5,0.8,22.0,12.7,0.7,0.7,0.0,0.058,25.883,-22.95058,65.96170769021826,1
coconut water,46,0.5,0.4,0.091,0.03,8.9,6.3,1.7,2.6,0.0,0.3,77.8,-5.653,66.82539825200524,1
caramel med iced coffee dunkin donuts,268,9.0,41.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-82.0,63.01329370785799,1
instant coffee with water decaffeinated,4,0.0,0.024,0.0,0.068,0.8,0.0,0.2,0.0,0.0,0.093,8.247,0.25107000000000007,67.12019611015243,1
instant coffee powder,353,0.5,0.2,0.09,0.2,75.4,0.0,12.2,0.0,0.0,0.051,233.5,17.89949,68.00140456731538,1
instant coffee powder decaffeinated,6,0.069,0.015,0.031,0.075,1.4,0.0,0.2,0.0,0.0,0.09,4.121,0.2691,67.12109637139297,1
instant cappuccino powder,53,0.7,0.4,0.2,0.098,11.2,9.0,0.4,0.2,0.3,0.074,29.908,-17.80374,66.2186960742019,1
coffee decaffeinated,0,0.0,0.087,0.0,0.099,0.0,0.0,0.2,0.0,0.0,0.058,5.0,0.12542000000000006,67.11392224299365,1
espresso decaffeinated,3,0.011,0.037,0.0,0.057,0.5,0.0,0.065,0.0,0.0,0.011,1.391,0.023390000000000008,67.10882775301185,1
instant coffee with water,4,0.0,0.051,0.0,0.025,0.6,0.0,0.2,0.0,0.0,0.015,8.027,0.19785000000000005,67.11753876665708,1
coffee,2,0.069,0.011,0.016,0.011,0.0,0.0,0.3,0.0,0.0,0.075,5.09,0.42724999999999996,67.12899300562427,1
espresso,3,0.086,0.068,0.0,0.054,0.5,0.0,0.021,0.0,0.0,0.083,1.263,-0.10533000000000001,67.10240059677884,1
whey protein powder vanilla eas,108,1.7,1.4,1.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7,-2.8,66.9678522353242,1
energy drink sugar free red bull,13,0.2,0.0,0.0,0.0,1.8,0.0,0.6,0.0,0.0,0.008,35.19,0.8999199999999999,67.15259403061388,1
powerade coca cola,9,0.009,0.076,0.078,0.054,2.3,1.8,0.0,0.0,0.0,0.005,2.671,-3.75205,66.9203151463586,1
amp energy pepsi,110,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.093,61.067,-57.10093,64.25653650576805,1
gatorade g2 pepsi,2,0.052,0.0,0.0,0.0,0.6,0.4,0.069,0.0,0.0,0.011,0.69,-0.6966100000000001,67.07287722094398,1
amp energy sugar free pepsi,5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.093,2.5,-0.00093,67.10761342392868,1
energy drink red bull,111,0.0,0.0,0.0,0.0,26.4,26.4,1.2,0.0,0.0,0.1,33.224,-51.001,64.56111390726362,1
powerade zero ion4 coca cola,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.393,-0.0003,67.10764488064423,1
full throttle coca cola,110,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.071,61.049,-57.10071,64.25654749065288,1
passion fruit juice purple,148,0.4,0.064,0.037,0.3,35.7,35.2,1.7,0.5,0.0,0.084,94.1,-66.97884,63.763319672131146,1
pomegranate juice,134,0.7,0.2,0.1,0.1,32.7,31.5,0.4,0.2,0.0,0.089,61.8,-62.40089,63.99190264196466,1
cranberry apricot juice,157,0.0,0.0,0.0,0.0,39.7,0.0,0.5,0.2,0.0,0.007,62.9,1.14993,67.1650773535615,1
pineapple juice,133,0.3,0.071,0.027,0.1,32.2,25.0,0.9,0.5,0.0,0.075,34.477,-47.79275,64.72130598296744,1
passion fruit juice yellow,126,0.1,0.008,0.02,0.094,33.6,33.1,1.0,0.5,0.0,0.003,119.3,-63.71603,63.92623599926501,1
orange apricot juice,128,0.3,0.001,0.078,0.063,31.8,30.2,0.8,0.3,0.0,0.096,96.0,-58.60296,64.18153820343208,1
tangerine juice,106,0.5,0.082,0.015,0.054,24.9,24.5,1.2,0.5,0.0,0.022,27.29,-46.36422,64.79263433515483,1
orange juice,90,0.4,0.079,0.046,0.037,20.8,16.8,1.4,0.4,0.0,0.067,23.177,-30.858670000000004,65.5668465191896,1
grapefruit juice,96,0.2,0.011,0.09,0.008,22.7,0.0,1.2,0.0,0.0,0.061,24.254,1.7773899999999998,67.19640724363276,1
pineapple grapefruit juice,118,0.3,0.077,0.0,0.022,29.0,28.8,0.5,0.3,0.0,0.054,163.4,-56.404540000000004,64.29130815997188,1
tamarind nectar,143,0.3,0.0,0.0,0.0,37.0,31.9,0.2,1.3,0.0,0.046,83.6,-60.900459999999995,64.06682105422938,1
apple juice,114,0.3,0.064,0.078,0.09,28.0,23.9,0.2,0.5,0.0,0.038,29.087,-46.62838,64.77944448438949,1
limeade,128,0.0,0.0,0.0,0.0,34.1,32.8,0.0,0.0,0.0,0.071,46.7,-65.60070999999999,63.832131487073795,1
guava nectar,158,0.2,0.05,0.071,0.054,40.8,32.5,0.2,2.5,0.0,0.063,43.83,-59.800630000000005,64.1217369899019,1
orange grapefruit juice,106,0.2,0.009,0.001,0.098,25.4,25.1,1.5,0.2,0.0,0.082,120.1,-47.56882,64.7324870977535,1
orange juice sainsburys,14,0.088,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,-5.0,66.85800338733902,1
cranberry apple juice,154,0.3,0.066,0.014,0.1,38.8,35.5,0.0,0.0,0.0,0.061,143.5,-71.13261,63.55591655881506,1
pineapple orange juice,125,0.0,0.0,0.0,0.0,29.5,29.0,3.3,0.3,0.0,0.069,102.6,-52.45069,64.48872900888378,1
pear nectar,150,0.062,0.032,0.086,0.038,39.4,0.0,0.3,1.5,0.0,0.056,41.466,3.38544,67.27669926181574,1
blackberry juice,95,1.5,0.095,0.1,0.9,19.5,19.3,0.8,0.3,0.0,0.072,81.6,-36.99072,65.26066532451347,1
lemon juice,54,0.6,0.06,0.073,0.038,16.6,6.1,0.9,0.7,0.0,0.046,18.9,-9.570459999999999,66.62979440290161,1
cranberry grape juice,137,0.2,0.053,0.092,0.08,34.3,0.0,0.5,0.2,0.0,0.079,133.2,1.0432099999999997,67.15974868580832,1
citrus fruit juice,114,0.057,0.088,0.048,0.085,28.3,20.2,0.8,0.2,0.0,0.051,121.7,-38.97651,65.16151225913144,1
prune juice,182,0.006,0.033,0.082,0.011,44.7,42.1,1.6,2.6,0.0,0.1,93.105,-76.66700000000002,63.27957730163296,1
guanabana nectar,148,0.4,0.096,0.1,0.006,37.5,32.8,0.3,0.3,0.0,0.061,84.9,-64.74260999999998,63.874977530917455,1
fruit juice,108,0.1,0.059,0.048,0.036,26.3,24.2,0.3,0.2,0.0,0.1,26.937,-47.669,64.72748498066659,1
horchata,15,0.2,0.0,0.0,0.0,3.3,2.6,0.1,0.0,0.0,0.013,8.717,-5.05013,66.8555003315438,1
fruit punch,98,0.4,0.048,0.011,0.039,24.4,0.0,0.2,0.0,0.0,0.08,53.1,0.20320000000000005,67.11780589908287,1
apricot nectar,139,0.2,0.07,0.085,0.039,35.7,34.2,0.9,1.5,0.0,0.025,58.1,-64.19025,63.90255758076886,1
orangensaft ja,86,0.0,0.0,17.8,17.8,1.4,0.024,0.0,0.0,0.0,0.0,1.4,-0.048,67.10526315789474,1
fruchtcocktail granini,102,0.4,0.2,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,-0.4,67.08768734221711,1
peach nectar,125,1.3,0.6,0.2,0.5,29.7,27.8,0.5,0.2,0.0,0.077,31.949,-55.65077000000001,64.32894487185634,1
orange pineapple juice,15,0.08,0.056,0.026,0.024,3.6,3.1,0.1,0.032,0.0,0.044,18.261,-6.09844,66.80315685616591,1
cranberry juice,92,0.3,0.061,0.098,0.1,24.4,24.2,0.8,0.2,0.0,0.093,25.975,-46.922929999999994,64.7647372215831,1
white grapefruit juice,96,0.2,0.083,0.091,0.007,22.7,22.5,1.2,0.2,0.0,0.018,140.9,-42.966179999999994,64.96230287124916,1
mango nectar,128,0.2,0.04,0.092,0.066,32.9,31.2,0.3,0.8,0.0,0.061,34.447,-60.43061,64.09028127296841,1
acerola cherry juice,56,0.7,0.2,0.2,0.2,11.6,10.9,1.0,0.7,0.0,0.082,3911.4,-19.30082,66.14394493177387,1
apple juice concentrate,350,0.8,0.1,0.053,0.2,86.5,81.9,1.1,0.8,0.0,0.049,137.7,-160.75049,59.08117979659988,2
papaya nectar,143,0.4,0.1,0.1,0.07,36.3,34.8,0.4,1.5,0.0,0.082,38.657,-66.20082000000001,63.802167217908156,1
apple juice martinellis,122,0.0,0.0,29.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.1076598600326,1
lime juice,61,0.2,0.052,0.087,0.071,20.4,4.1,1.0,1.0,0.0,0.014,129.3,-4.804139999999999,66.86778293068738,1
grape juice,152,0.3,0.06,0.03,0.059,37.4,35.9,0.9,0.5,0.0,0.003,67.8,-69.57003,63.63393820103537,1
water dannon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,67.1076598600326,1
tap water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,7.1,-0.00017999999999999998,67.10765087239959,1
table water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,70.0,-0.00043999999999999996,67.10763789026299,1
fruit flavored water,52,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,83.471,-26.0,65.80944620202601,1
water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,23.7,-0.00024,67.10764787652191,1
cola light coca cola,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,-0.00087,67.10761641980635,1
lemon lime soda,151,0.0,0.0,0.0,0.0,38.4,37.6,0.3,0.0,0.0,0.024,46.113,-74.75024,63.37528360975298,1
tonic water,114,0.0,0.0,0.0,0.0,29.6,29.6,0.0,0.0,0.0,0.049,33.038,-59.20049,64.15170275700636,1
lemonade low calorie,7,0.0,0.0,0.0,0.0,1.6,0.0,0.092,0.0,0.0,0.013,76.216,0.13787000000000002,67.11454388761065,1
ginger ale,68,0.0,0.0,0.0,0.0,17.5,17.4,0.0,0.0,0.0,0.043,17.528,-34.80043,65.37002933962867,1
ice tea lemon flavor nestle,88,0.0,0.0,0.0,0.0,22.3,22.3,0.0,0.0,0.0,0.063,29.7,-44.60063,64.88069266689035,1
sprite coca cola,80,0.063,0.0,0.0,0.0,20.3,18.0,0.1,0.0,0.0,0.021,20.538,-35.850210000000004,65.31761246524782,1
cola coca cola,151,0.0,0.0,0.0,0.0,38.9,38.9,0.0,0.0,0.0,0.045,46.4,-77.80045,63.22298267583805,1
cola,74,0.07,0.0,0.0,0.0,19.1,17.9,0.1,0.0,0.0,0.072,19.336,-35.65072,65.32757325919535,1
cream soda,252,0.0,0.0,0.0,0.0,65.7,65.7,0.0,0.0,0.0,0.098,90.6,-131.40098,60.54663882497684,1
club soda,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.025,-0.00046,67.10763689163711,1
pink lemonade,86,0.3,0.079,0.03,0.034,21.6,20.6,0.1,0.2,0.0,0.01,36.488,-40.80810000000001,65.07005859936727,1
grape soda,160,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.042,53.2,-0.00042,67.10763888888889,1
cola without caffeine coca cola,151,0.0,0.0,0.0,0.0,38.9,38.9,0.0,0.0,0.0,0.04,46.381,-77.8004,63.222985172402765,1
white lemonade,80,0.003,0.093,0.024,0.076,20.8,20.0,0.1,0.0,0.0,0.02,21.02,-40.0362,65.10860056562171,1
chocolate soda,207,0.0,0.0,0.0,0.0,52.6,52.6,0.0,0.0,0.0,0.031,72.8,-105.20031,61.854872195858505,1
sweet tea lipton,130,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,35.0,-70.0,63.61246924232257,1
hibiscus tea,74,1.3,0.5,0.2,0.04,14.8,12.0,0.9,0.6,0.0,0.091,73.7,-22.45091,65.98665686016042,1
instant lemon tea,2,0.0,0.0,0.0,0.0,0.3,0.047,0.1,0.0,0.0,0.046,0.494,0.05554000000000002,67.11043304413128,1
pesca tea santal,116,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.2,64.30152110695683,1
instant lemon tea sweetened,91,0.2,0.018,0.046,0.093,22.3,21.6,0.071,0.3,0.0,0.089,28.147,-42.530390000000004,64.98406243009619,1
tea with milk and sugar yorkshire,15,0.5,0.3,0.7,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.9,-0.6,67.07770108330936,1
tea blueberry muffin tekanne,4,0.2,0.2,0.6,0.4,0.4,0.007,0.0,0.0,0.0,0.0,0.6,-0.41400000000000003,67.08698830409357,1
chamomile tea,2,0.0,0.028,0.032,0.073,0.4,0.0,0.0,0.0,0.0,0.003,4.6,-0.05603,67.10486220959959,1
black tea,2,0.0,0.072,0.032,0.029,0.7,0.0,0.0,0.0,0.0,0.091,0.72,-0.14490999999999998,67.10042431614099,1
herb tea,2,0.0,0.014,0.043,0.071,0.4,0.0,0.0,0.0,0.0,0.064,4.6,-0.028640000000000002,67.10622982775702,1
clam tomato juice,80,0.3,0.0,0.0,0.0,18.2,5.5,1.0,0.7,0.0,0.6,42.0,-8.106,66.70291678650177,1
tomato juice,41,0.7,0.043,0.062,0.043,8.6,6.3,2.1,1.0,0.0,0.063,12.742,-7.53663,66.73134616767328,1
vegetable juice,53,0.2,0.071,0.016,0.1,11.1,7.9,1.5,1.9,0.0,0.1,15.538,-9.892999999999999,66.61368956316109,1
tomato vegetable juice,53,0.2,0.014,0.014,0.1,11.1,9.2,1.5,1.9,0.0,0.2,109.3,-12.379999999999999,66.4895104336433,1
carrot juice,80,0.3,0.055,0.027,0.1,18.6,7.8,1.9,1.6,0.0,0.1,88.3,-9.661,66.62527362349408,1
acorn dried,144,8.9,1.2,5.6,1.7,15.2,0.0,2.3,0.0,0.0,0.0,42.0,1.0499999999999998,67.16008771929825,1
fenugreek seeds,36,0.7,0.2,0.0,0.0,6.5,0.0,2.6,2.7,0.0,0.09,36.0,8.8991,67.55200344326208,1
peanut topping mcdonalds,181,15.0,2.4,7.3,4.0,4.6,1.2,7.9,0.0,0.0,0.0,40.9,4.650000000000001,67.33984037963762,1
beechnuts dried,173,15.0,1.7,6.6,6.0,10.1,0.0,1.9,0.0,0.0,0.068,32.7,-0.5506800000000003,67.08016369475601,1
breadnut tree seeds raw,61,0.3,0.089,0.061,0.1,13.1,0.0,1.7,0.0,0.0,0.084,51.2,2.3711599999999997,67.22605494839101,1
cumin seeds,8,0.5,0.096,0.3,0.013,0.9,0.063,0.4,0.2,0.0,0.073,23.2,0.6812699999999999,67.141676553063,1
pili nuts dried,863,95.5,37.4,44.7,9.1,4.8,0.0,13.0,0.0,0.0,0.014,292.2,-55.30014,64.34645228166043,1
hazelnuts roasted,194,18.7,1.4,14.0,2.5,5.3,1.5,4.5,2.8,0.0,0.0,70.6,6.55,67.43470983926117,1
lupins cooked,193,4.8,0.6,2.0,1.2,15.4,0.0,25.8,4.6,0.0,0.4,139.1,46.696000000000005,69.43925158981241,1
hazelnuts blanched,178,17.3,1.3,13.6,1.6,4.8,1.0,3.9,3.1,0.0,0.0,72.8,7.450000000000001,67.47964800434603,1
brazilnuts dried,33,3.3,0.8,1.2,1.0,0.6,0.1,0.7,0.4,0.0,0.073,13.139,0.04926999999999982,67.11011997491451,1
sunflower seeds dry roasted,47,4.0,0.4,0.8,2.6,1.9,0.2,1.5,0.9,0.0,0.067,14.3,2.8493299999999997,67.2499305955006,1
ginkgo nuts canned,172,2.5,0.5,0.9,0.9,34.3,0.0,3.5,14.4,0.0,0.5,75.4,33.044999999999995,68.75763948806443,1
peanuts cooked,572,39.6,5.5,19.7,12.5,38.3,4.4,24.3,15.8,0.0,1.4,218.8,48.23600000000001,69.51614578340205,1
pumpkin squash seeds dried,721,63.3,11.2,21.0,27.1,13.8,1.8,39.0,7.7,0.0,0.013,197.0,47.899870000000014,69.49936237736874,1
cashew nuts raw,156,12.4,2.2,6.7,2.2,8.5,1.7,5.2,0.9,0.0,0.02,39.5,1.7998000000000007,67.19752620394338,1
sunflower seeds dried,269,23.7,2.0,8.5,10.6,9.2,1.2,9.6,4.0,0.0,0.014,85.4,15.99986,67.90655358227079,1
lotus seeds dried,106,0.6,0.1,0.1,0.4,20.6,0.0,4.9,0.0,0.0,0.024,79.4,7.149760000000001,67.46465663247372,1
butternuts dried,734,68.4,1.6,12.5,51.3,14.5,0.0,29.9,5.6,0.0,0.062,190.6,52.84938,69.74649781900106,1
sesame seeds dried,52,4.5,0.6,1.7,2.0,2.1,0.031,1.6,1.1,0.0,0.049,98.4,3.33751,67.2743060548685,1
breadfruit seeds,57,1.7,0.5,0.2,0.9,8.8,0.0,2.2,1.6,0.0,0.04,28.2,5.4996,67.38226200747772,1
pinyon pine nuts dried,1,0.073,0.022,0.044,0.074,0.01,0.0,0.083,0.005,0.0,0.07,0.359,0.0898,67.11214369028217,1
pine nuts dried,909,92.3,6.6,25.3,46.0,17.7,4.8,18.5,5.0,0.0,0.086,163.7,14.94914,67.85408977247307,1
flaxseeds,55,4.3,0.4,0.8,3.0,3.0,0.2,1.9,2.8,0.0,0.035,38.994,7.249649999999999,67.46964426948519,1
safflower seed kernels dried,146,10.9,1.0,1.4,8.0,9.7,0.0,4.6,0.0,0.0,0.042,48.7,4.899579999999999,67.3523022321286,1
pistachio nuts raw,691,55.8,6.8,29.3,16.9,33.8,9.4,24.9,12.7,0.0,0.037,268.1,30.349629999999987,68.6230561747036,1
peanuts raw,828,71.9,10.0,35.7,22.7,23.5,5.8,37.7,12.4,0.0,0.038,286.5,49.749620000000014,69.59172278944173,1
poppy seeds,46,3.7,0.4,0.5,2.5,2.5,0.3,1.6,1.7,0.0,0.079,136.934,4.399210000000001,67.32731811028026,1
valencia peanuts raw,832,69.5,10.7,31.3,24.1,30.5,0.0,36.6,12.7,0.0,0.094,242.9,58.89906000000001,70.04856617294602,1
spanish peanuts,832,72.4,11.2,32.6,25.1,23.1,0.0,38.2,13.9,0.0,0.036,308.1,62.69964000000001,70.23833405234397,1
dill seeds,20,1.0,0.018,0.6,0.041,3.6,0.0,1.1,1.4,0.0,0.037,109.7,4.41363,67.3280381195475,1
caraway seeds,22,1.0,0.03,0.5,0.2,3.3,0.038,1.3,2.5,0.0,0.014,56.8,6.813860000000001,67.44788471063816,1
acorn raw,110,6.8,0.9,4.3,1.3,11.5,0.0,1.7,0.0,0.0,0.0,31.8,0.7499999999999998,67.14510833093664,1
almonds roasted,182,16.6,1.3,10.4,4.1,5.3,1.4,6.4,3.2,0.0,0.029,119.9,10.59971,67.63691710206756,1
lotus seeds raw,25,0.1,0.097,0.011,0.002,4.9,0.0,1.2,0.0,0.0,0.02,19.0,1.6058,67.18783953280287,1
chestnuts cooked,37,0.4,0.016,0.1,0.2,7.9,0.0,0.6,0.0,0.0,0.046,30.0,0.8675399999999999,67.15097725529671,1
alfalfa seeds,1,0.075,0.029,0.067,0.057,0.002,0.058,0.1,0.015,0.0,0.048,1.435,0.005520000000000012,67.10793548077845,1
virginia peanuts roasted,173,14.6,1.9,7.6,4.4,6.0,0.0,7.8,2.7,0.0,0.018,57.4,13.29982,67.77173708976449,1
hazelnuts raw,471,45.6,3.3,34.2,5.9,12.5,3.3,11.2,7.3,0.0,0.0,170.3,18.199999999999996,68.0164094206372,1
anise seeds,7,0.3,0.06,0.2,0.066,1.1,0.0,0.4,0.3,0.0,0.1,16.9,1.0790000000000002,67.16153572683987,1
macadamia nuts roasted,215,22.8,3.6,17.8,0.4,4.0,1.2,2.3,2.4,0.0,0.064,53.5,-1.3506400000000005,67.04022065637683,1
studentenfutter alnatura,139,7.8,0.9,4.8,2.0,13.2,11.7,3.1,0.031,1.7,0.0,24.152,-20.505,66.08381866551625,1
pumpkin squash seeds roasted,46,3.9,0.7,1.3,1.6,1.2,0.1,2.4,0.5,0.0,0.045,12.9,2.9995499999999997,67.2574312745662,1
water chestnut raw,120,0.1,0.039,0.055,0.089,29.7,6.0,1.7,3.7,0.0,0.097,53.84,-2.1289700000000007,67.0013576318985,1
chestnuts roasted,37,0.3,0.009,0.1,0.1,7.9,1.6,0.5,0.8,0.0,0.043,17.9,-0.8684300000000001,67.06429802591633,1
ginkgo nuts raw,52,0.5,0.029,0.2,0.2,10.6,0.0,1.2,0.0,0.0,0.067,17.4,1.7413299999999998,67.1946067211517,1
almonds raw,9,0.7,0.04,0.5,0.2,0.3,0.026,0.3,0.2,0.0,0.043,5.554,0.7175699999999999,67.14348905905474,1
peanuts roasted,180,15.8,2.6,7.8,4.6,4.6,1.3,8.4,2.8,0.0,0.069,50.6,10.399310000000002,67.62691087064199,1
sunflower seeds toasted,829,76.1,8.0,14.5,50.3,27.6,0.0,23.1,15.4,0.0,0.8,229.6,49.442,69.57636292461574,1
sisymbrium seeds,235,3.4,0.7,1.1,1.5,43.1,0.0,9.0,0.0,0.0,0.047,1286.643,12.09953,67.71180505624261,1
breadnut tree seeds dried,587,2.7,0.7,0.3,1.4,127.0,0.0,13.8,23.8,0.0,0.091,399.7,66.89909,70.44801802719458,1
pecans raw,753,78.4,6.7,44.5,23.6,15.1,4.3,10.0,10.5,0.0,0.0,194.3,13.999999999999998,67.80669798357461,1
chia seeds dried,138,8.7,0.9,0.7,6.7,11.9,0.0,4.7,9.7,0.0,0.047,216.3,24.64953,68.33844280270348,1
